buying,maint,doors,persons,lug_boot,safety,values
3,3,2,6,2,3,Accepted
3,3,2,6,3,1,Unaccepted
3,3,2,6,3,2,Accepted
3,3,2,6,3,3,Accepted
3,3,3,2,1,1,Unaccepted
3,3,3,2,1,2,Unaccepted
3,3,3,2,1,3,Unaccepted
3,3,3,2,2,1,Unaccepted
3,3,3,2,2,2,Unaccepted
3,3,3,2,2,3,Unaccepted
3,3,3,2,3,1,Unaccepted
3,3,3,2,3,2,Unaccepted
3,3,3,2,3,3,Unaccepted
3,3,3,4,1,1,Unaccepted
3,3,3,4,1,2,Unaccepted
3,3,3,4,1,3,Accepted
3,3,3,4,2,1,Unaccepted
3,3,3,4,2,2,Unaccepted
3,3,3,4,2,3,Accepted
3,3,3,4,3,1,Unaccepted
3,3,3,4,3,2,Accepted
3,3,3,4,3,3,Accepted
3,3,3,6,1,1,Unaccepted
3,3,3,6,1,2,Unaccepted
3,3,3,6,1,3,Accepted
3,3,3,6,2,1,Unaccepted
3,3,3,6,2,2,Accepted
3,3,3,6,2,3,Accepted
3,3,3,6,3,1,Unaccepted
3,3,3,6,3,2,Accepted
3,3,3,6,3,3,Accepted
3,3,4,2,1,1,Unaccepted
3,3,4,2,1,2,Unaccepted
3,3,4,2,1,3,Unaccepted
3,3,4,2,2,1,Unaccepted
3,3,4,2,2,2,Unaccepted
3,3,4,2,2,3,Unaccepted
3,3,4,2,3,1,Unaccepted
3,3,4,2,3,2,Unaccepted
3,3,4,2,3,3,Unaccepted
3,3,4,4,1,1,Unaccepted
3,3,4,4,1,2,Unaccepted
3,3,4,4,1,3,Accepted
3,3,4,4,2,1,Unaccepted
3,3,4,4,2,2,Accepted
3,3,4,4,2,3,Accepted
3,3,4,4,3,1,Unaccepted
3,3,4,4,3,2,Accepted
3,3,4,4,3,3,Accepted
3,3,4,6,1,1,Unaccepted
3,3,4,6,1,2,Unaccepted
3,3,4,6,1,3,Accepted
3,3,4,6,2,1,Unaccepted
3,3,4,6,2,2,Accepted
3,3,4,6,2,3,Accepted
3,3,4,6,3,1,Unaccepted
3,3,4,6,3,2,Accepted
3,3,4,6,3,3,Accepted
3,3,5,2,1,1,Unaccepted
3,3,5,2,1,2,Unaccepted
3,3,5,2,1,3,Unaccepted
3,3,5,2,2,1,Unaccepted
3,3,5,2,2,2,Unaccepted
3,3,5,2,2,3,Unaccepted
3,3,5,2,3,1,Unaccepted
3,3,5,2,3,2,Unaccepted
3,3,5,2,3,3,Unaccepted
3,3,5,4,1,1,Unaccepted
3,3,5,4,1,2,Unaccepted
3,3,5,4,1,3,Accepted
3,3,5,4,2,1,Unaccepted
3,3,5,4,2,2,Accepted
3,3,5,4,2,3,Accepted
3,3,5,4,3,1,Unaccepted
3,3,5,4,3,2,Accepted
3,3,5,4,3,3,Accepted
3,3,5,6,1,1,Unaccepted
3,3,5,6,1,2,Unaccepted
3,3,5,6,1,3,Accepted
3,3,5,6,2,1,Unaccepted
3,3,5,6,2,2,Accepted
3,3,5,6,2,3,Accepted
3,3,5,6,3,1,Unaccepted
3,3,5,6,3,2,Accepted
3,3,5,6,3,3,Accepted
3,2,2,2,1,1,Unaccepted
3,2,2,2,1,2,Unaccepted
3,2,2,2,1,3,Unaccepted
3,2,2,2,2,1,Unaccepted
3,2,2,2,2,2,Unaccepted
3,2,2,2,2,3,Unaccepted
3,2,2,2,3,1,Unaccepted
3,2,2,2,3,2,Unaccepted
3,2,2,2,3,3,Unaccepted
3,2,2,4,1,1,Unaccepted
3,2,2,4,1,2,Unaccepted
3,2,2,4,1,3,Accepted
3,2,2,4,2,1,Unaccepted
3,2,2,4,2,2,Unaccepted
3,2,2,4,2,3,Accepted
3,2,2,4,3,1,Unaccepted
3,2,2,4,3,2,Accepted
3,2,2,4,3,3,Accepted
3,2,2,6,1,1,Unaccepted
3,2,2,6,1,2,Unaccepted
3,2,2,6,1,3,Unaccepted
3,2,2,6,2,1,Unaccepted
3,2,2,6,2,2,Unaccepted
3,2,2,6,2,3,Accepted
3,2,2,6,3,1,Unaccepted
3,2,2,6,3,2,Accepted
3,2,2,6,3,3,Accepted
3,2,3,2,1,1,Unaccepted
3,2,3,2,1,2,Unaccepted
3,2,3,2,1,3,Unaccepted
3,2,3,2,2,1,Unaccepted
3,2,3,2,2,2,Unaccepted
3,2,3,2,2,3,Unaccepted
3,2,3,2,3,1,Unaccepted
3,2,3,2,3,2,Unaccepted
3,2,3,2,3,3,Unaccepted
3,2,3,4,1,1,Unaccepted
3,2,3,4,1,2,Unaccepted
3,2,3,4,1,3,Accepted
3,2,3,4,2,1,Unaccepted
3,2,3,4,2,2,Unaccepted
3,2,3,4,2,3,Accepted
3,2,3,4,3,1,Unaccepted
3,2,3,4,3,2,Accepted
3,2,3,4,3,3,Accepted
3,2,3,6,1,1,Unaccepted
3,2,3,6,1,2,Unaccepted
3,2,3,6,1,3,Accepted
3,2,3,6,2,1,Unaccepted
3,2,3,6,2,2,Accepted
3,2,3,6,2,3,Accepted
3,2,3,6,3,1,Unaccepted
3,2,3,6,3,2,Accepted
3,2,3,6,3,3,Accepted
3,2,4,2,1,1,Unaccepted
3,2,4,2,1,2,Unaccepted
3,2,4,2,1,3,Unaccepted
3,2,4,2,2,1,Unaccepted
3,2,4,2,2,2,Unaccepted
3,2,4,2,2,3,Unaccepted
3,2,4,2,3,1,Unaccepted
3,2,4,2,3,2,Unaccepted
3,2,4,2,3,3,Unaccepted
3,2,4,4,1,1,Unaccepted
3,2,4,4,1,2,Unaccepted
3,2,4,4,1,3,Accepted
3,2,4,4,2,1,Unaccepted
3,2,4,4,2,2,Accepted
3,2,4,4,2,3,Accepted
3,2,4,4,3,1,Unaccepted
3,2,4,4,3,2,Accepted
3,2,4,4,3,3,Accepted
3,2,4,6,1,1,Unaccepted
3,2,4,6,1,2,Unaccepted
3,2,4,6,1,3,Accepted
3,2,4,6,2,1,Unaccepted
3,2,4,6,2,2,Accepted
3,2,4,6,2,3,Accepted
3,2,4,6,3,1,Unaccepted
3,2,4,6,3,2,Accepted
3,2,4,6,3,3,Accepted
3,2,5,2,1,1,Unaccepted
3,2,5,2,1,2,Unaccepted
3,2,5,2,1,3,Unaccepted
3,2,5,2,2,1,Unaccepted
3,2,5,2,2,2,Unaccepted
3,2,5,2,2,3,Unaccepted
3,2,5,2,3,1,Unaccepted
3,2,5,2,3,2,Unaccepted
3,2,5,2,3,3,Unaccepted
3,2,5,4,1,1,Unaccepted
3,2,5,4,1,2,Unaccepted
3,2,5,4,1,3,Accepted
3,2,5,4,2,1,Unaccepted
3,2,5,4,2,2,Accepted
3,2,5,4,2,3,Accepted
3,2,5,4,3,1,Unaccepted
3,2,5,4,3,2,Accepted
3,2,5,4,3,3,Accepted
3,2,5,6,1,1,Unaccepted
3,2,5,6,1,2,Unaccepted
3,2,5,6,1,3,Accepted
3,2,5,6,2,1,Unaccepted
3,2,5,6,2,2,Accepted
3,2,5,6,2,3,Accepted
3,2,5,6,3,1,Unaccepted
3,2,5,6,3,2,Accepted
3,2,5,6,3,3,Accepted
3,1,2,2,1,1,Unaccepted
3,1,2,2,1,2,Unaccepted
3,1,2,2,1,3,Unaccepted
3,1,2,2,2,1,Unaccepted
3,1,2,2,2,2,Unaccepted
3,1,2,2,2,3,Unaccepted
3,1,2,2,3,1,Unaccepted
3,1,2,2,3,2,Unaccepted
3,1,2,2,3,3,Unaccepted
3,1,2,4,1,1,Unaccepted
3,1,2,4,1,2,Unaccepted
3,1,2,4,1,3,Accepted
3,1,2,4,2,1,Unaccepted
3,1,2,4,2,2,Unaccepted
3,1,2,4,2,3,Accepted
3,1,2,4,3,1,Unaccepted
3,1,2,4,3,2,Accepted
3,1,2,4,3,3,Accepted
3,1,2,6,1,1,Unaccepted
3,1,2,6,1,2,Unaccepted
3,1,2,6,1,3,Unaccepted
3,1,2,6,2,1,Unaccepted
3,1,2,6,2,2,Unaccepted
3,1,2,6,2,3,Accepted
3,1,2,6,3,1,Unaccepted
3,1,2,6,3,2,Accepted
3,1,2,6,3,3,Accepted
3,1,3,2,1,1,Unaccepted
3,1,3,2,1,2,Unaccepted
3,1,3,2,1,3,Unaccepted
3,1,3,2,2,1,Unaccepted
3,1,3,2,2,2,Unaccepted
3,1,3,2,2,3,Unaccepted
3,1,3,2,3,1,Unaccepted
3,1,3,2,3,2,Unaccepted
3,1,3,2,3,3,Unaccepted
3,1,3,4,1,1,Unaccepted
3,1,3,4,1,2,Unaccepted
3,1,3,4,1,3,Accepted
3,1,3,4,2,1,Unaccepted
3,1,3,4,2,2,Unaccepted
3,1,3,4,2,3,Accepted
3,1,3,4,3,1,Unaccepted
3,1,3,4,3,2,Accepted
3,1,3,4,3,3,Accepted
3,1,3,6,1,1,Unaccepted
3,1,3,6,1,2,Unaccepted
3,1,3,6,1,3,Accepted
3,1,3,6,2,1,Unaccepted
3,1,3,6,2,2,Accepted
3,1,3,6,2,3,Accepted
3,1,3,6,3,1,Unaccepted
3,1,3,6,3,2,Accepted
3,1,3,6,3,3,Accepted
3,1,4,2,1,1,Unaccepted
3,1,4,2,1,2,Unaccepted
3,1,4,2,1,3,Unaccepted
3,1,4,2,2,1,Unaccepted
3,1,4,2,2,2,Unaccepted
3,1,4,2,2,3,Unaccepted
3,1,4,2,3,1,Unaccepted
3,1,4,2,3,2,Unaccepted
3,1,4,2,3,3,Unaccepted
3,1,4,4,1,1,Unaccepted
3,1,4,4,1,2,Unaccepted
3,1,4,4,1,3,Accepted
3,1,4,4,2,1,Unaccepted
3,1,4,4,2,2,Accepted
3,1,4,4,2,3,Accepted
3,1,4,4,3,1,Unaccepted
3,1,4,4,3,2,Accepted
3,1,4,4,3,3,Accepted
3,1,4,6,1,1,Unaccepted
3,1,4,6,1,2,Unaccepted
3,1,4,6,1,3,Accepted
3,1,4,6,2,1,Unaccepted
3,1,4,6,2,2,Accepted
3,1,4,6,2,3,Accepted
3,1,4,6,3,1,Unaccepted
3,1,4,6,3,2,Accepted
3,1,4,6,3,3,Accepted
3,1,5,2,1,1,Unaccepted
3,1,5,2,1,2,Unaccepted
3,1,5,2,1,3,Unaccepted
3,1,5,2,2,1,Unaccepted
3,1,5,2,2,2,Unaccepted
3,1,5,2,2,3,Unaccepted
3,1,5,2,3,1,Unaccepted
3,1,5,2,3,2,Unaccepted
3,1,5,2,3,3,Unaccepted
3,1,5,4,1,1,Unaccepted
3,1,5,4,1,2,Unaccepted
3,1,5,4,1,3,Accepted
3,1,5,4,2,1,Unaccepted
3,1,5,4,2,2,Accepted
3,1,5,4,2,3,Accepted
3,1,5,4,3,1,Unaccepted
3,1,5,4,3,2,Accepted
3,1,5,4,3,3,Accepted
3,1,5,6,1,1,Unaccepted
3,1,5,6,1,2,Unaccepted
3,1,5,6,1,3,Accepted
3,1,5,6,2,1,Unaccepted
3,1,5,6,2,2,Accepted
3,1,5,6,2,3,Accepted
3,1,5,6,3,1,Unaccepted
3,1,5,6,3,2,Accepted
3,1,5,6,3,3,Accepted
2,4,2,2,1,1,Unaccepted
2,4,2,2,1,2,Unaccepted
2,4,2,2,1,3,Unaccepted
2,4,2,2,2,1,Unaccepted
2,4,2,2,2,2,Unaccepted
2,4,2,2,2,3,Unaccepted
2,4,2,2,3,1,Unaccepted
2,4,2,2,3,2,Unaccepted
2,4,2,2,3,3,Unaccepted
2,4,2,4,1,1,Unaccepted
2,4,2,4,1,2,Unaccepted
2,4,2,4,1,3,Accepted
2,4,2,4,2,1,Unaccepted
2,4,2,4,2,2,Unaccepted
2,4,2,4,2,3,Accepted
2,4,2,4,3,1,Unaccepted
2,4,2,4,3,2,Accepted
2,4,2,4,3,3,Accepted
2,4,2,6,1,1,Unaccepted
2,4,2,6,1,2,Unaccepted
2,4,2,6,1,3,Unaccepted
2,4,2,6,2,1,Unaccepted
2,4,2,6,2,2,Unaccepted
2,4,2,6,2,3,Accepted
2,4,2,6,3,1,Unaccepted
2,4,2,6,3,2,Accepted
2,4,2,6,3,3,Accepted
2,4,3,2,1,1,Unaccepted
2,4,3,2,1,2,Unaccepted
2,4,3,2,1,3,Unaccepted
2,4,3,2,2,1,Unaccepted
2,4,3,2,2,2,Unaccepted
2,4,3,2,2,3,Unaccepted
2,4,3,2,3,1,Unaccepted
2,4,3,2,3,2,Unaccepted
2,4,3,2,3,3,Unaccepted
2,4,3,4,1,1,Unaccepted
2,4,3,4,1,2,Unaccepted
2,4,3,4,1,3,Accepted
2,4,3,4,2,1,Unaccepted
2,4,3,4,2,2,Unaccepted
2,4,3,4,2,3,Accepted
2,4,3,4,3,1,Unaccepted
2,4,3,4,3,2,Accepted
2,4,3,4,3,3,Accepted
2,4,3,6,1,1,Unaccepted
2,4,3,6,1,2,Unaccepted
2,4,3,6,1,3,Accepted
2,4,3,6,2,1,Unaccepted
2,4,3,6,2,2,Accepted
2,4,3,6,2,3,Accepted
2,4,3,6,3,1,Unaccepted
2,4,3,6,3,2,Accepted
2,4,3,6,3,3,Accepted
2,4,4,2,1,1,Unaccepted
2,4,4,2,1,2,Unaccepted
2,4,4,2,1,3,Unaccepted
2,4,4,2,2,1,Unaccepted
2,4,4,2,2,2,Unaccepted
2,4,4,2,2,3,Unaccepted
2,4,4,2,3,1,Unaccepted
2,4,4,2,3,2,Unaccepted
2,4,4,2,3,3,Unaccepted
2,4,4,4,1,1,Unaccepted
2,4,4,4,1,2,Unaccepted
2,4,4,4,1,3,Accepted
2,4,4,4,2,1,Unaccepted
2,4,4,4,2,2,Accepted
2,4,4,4,2,3,Accepted
2,4,4,4,3,1,Unaccepted
2,4,4,4,3,2,Accepted
2,4,4,4,3,3,Accepted
2,4,4,6,1,1,Unaccepted
2,4,4,6,1,2,Unaccepted
2,4,4,6,1,3,Accepted
2,4,4,6,2,1,Unaccepted
2,4,4,6,2,2,Accepted
2,4,4,6,2,3,Accepted
2,4,4,6,3,1,Unaccepted
2,4,4,6,3,2,Accepted
2,4,4,6,3,3,Accepted
2,4,5,2,1,1,Unaccepted
2,4,5,2,1,2,Unaccepted
2,4,5,2,1,3,Unaccepted
2,4,5,2,2,1,Unaccepted
2,4,5,2,2,2,Unaccepted
2,4,5,2,2,3,Unaccepted
2,4,5,2,3,1,Unaccepted
2,4,5,2,3,2,Unaccepted
2,4,5,2,3,3,Unaccepted
2,4,5,4,1,1,Unaccepted
2,4,5,4,1,2,Unaccepted
2,4,5,4,1,3,Accepted
2,4,5,4,2,1,Unaccepted
2,4,5,4,2,2,Accepted
2,4,5,4,2,3,Accepted
2,4,5,4,3,1,Unaccepted
2,4,5,4,3,2,Accepted
2,4,5,4,3,3,Accepted
2,4,5,6,1,1,Unaccepted
2,4,5,6,1,2,Unaccepted
2,4,5,6,1,3,Accepted
2,4,5,6,2,1,Unaccepted
2,4,5,6,2,2,Accepted
2,4,5,6,2,3,Accepted
2,4,5,6,3,1,Unaccepted
2,4,5,6,3,2,Accepted
2,4,5,6,3,3,Accepted
2,3,2,2,1,1,Unaccepted
2,3,2,2,1,2,Unaccepted
2,3,2,2,1,3,Unaccepted
2,3,2,2,2,1,Unaccepted
2,3,2,2,2,2,Unaccepted
2,3,2,2,2,3,Unaccepted
2,3,2,2,3,1,Unaccepted
2,3,2,2,3,2,Unaccepted
2,3,2,2,3,3,Unaccepted
2,3,2,4,1,1,Unaccepted
2,3,2,4,1,2,Unaccepted
2,3,2,4,1,3,Accepted
2,3,2,4,2,1,Unaccepted
2,3,2,4,2,2,Unaccepted
2,3,2,4,2,3,Accepted
2,3,2,4,3,1,Unaccepted
2,3,2,4,3,2,Accepted
2,3,2,4,3,3,Accepted
2,3,2,6,1,1,Unaccepted
2,3,2,6,1,2,Unaccepted
2,3,2,6,1,3,Unaccepted
2,3,2,6,2,1,Unaccepted
2,3,2,6,2,2,Unaccepted
2,3,2,6,2,3,Accepted
2,3,2,6,3,1,Unaccepted
2,3,2,6,3,2,Accepted
2,3,2,6,3,3,Accepted
2,3,3,2,1,1,Unaccepted
2,3,3,2,1,2,Unaccepted
2,3,3,2,1,3,Unaccepted
2,3,3,2,2,1,Unaccepted
2,3,3,2,2,2,Unaccepted
2,3,3,2,2,3,Unaccepted
2,3,3,2,3,1,Unaccepted
2,3,3,2,3,2,Unaccepted
2,3,3,2,3,3,Unaccepted
2,3,3,4,1,1,Unaccepted
2,3,3,4,1,2,Unaccepted
2,3,3,4,1,3,Accepted
2,3,3,4,2,1,Unaccepted
2,3,3,4,2,2,Unaccepted
2,3,3,4,2,3,Accepted
2,3,3,4,3,1,Unaccepted
2,3,3,4,3,2,Accepted
2,3,3,4,3,3,Accepted
2,3,3,6,1,1,Unaccepted
2,3,3,6,1,2,Unaccepted
2,3,3,6,1,3,Accepted
2,3,3,6,2,1,Unaccepted
2,3,3,6,2,2,Accepted
2,3,3,6,2,3,Accepted
2,3,3,6,3,1,Unaccepted
2,3,3,6,3,2,Accepted
2,3,3,6,3,3,Accepted
2,3,4,2,1,1,Unaccepted
2,3,4,2,1,2,Unaccepted
2,3,4,2,1,3,Unaccepted
2,3,4,2,2,1,Unaccepted
2,3,4,2,2,2,Unaccepted
2,3,4,2,2,3,Unaccepted
2,3,4,2,3,1,Unaccepted
2,3,4,2,3,2,Unaccepted
2,3,4,2,3,3,Unaccepted
2,3,4,4,1,1,Unaccepted
2,3,4,4,1,2,Unaccepted
2,3,4,4,1,3,Accepted
2,3,4,4,2,1,Unaccepted
2,3,4,4,2,2,Accepted
2,3,4,4,2,3,Accepted
2,3,4,4,3,1,Unaccepted
2,3,4,4,3,2,Accepted
2,3,4,4,3,3,Accepted
2,3,4,6,1,1,Unaccepted
2,3,4,6,1,2,Unaccepted
2,3,4,6,1,3,Accepted
2,3,4,6,2,1,Unaccepted
2,3,4,6,2,2,Accepted
2,3,4,6,2,3,Accepted
2,3,4,6,3,1,Unaccepted
2,3,4,6,3,2,Accepted
2,3,4,6,3,3,Accepted
2,3,5,2,1,1,Unaccepted
2,3,5,2,1,2,Unaccepted
2,3,5,2,1,3,Unaccepted
2,3,5,2,2,1,Unaccepted
2,3,5,2,2,2,Unaccepted
2,3,5,2,2,3,Unaccepted
2,3,5,2,3,1,Unaccepted
2,3,5,2,3,2,Unaccepted
2,3,5,2,3,3,Unaccepted
2,3,5,4,1,1,Unaccepted
2,3,5,4,1,2,Unaccepted
2,3,5,4,1,3,Accepted
2,3,5,4,2,1,Unaccepted
2,3,5,4,2,2,Accepted
2,3,5,4,2,3,Accepted
2,3,5,4,3,1,Unaccepted
2,3,5,4,3,2,Accepted
2,3,5,4,3,3,Accepted
2,3,5,6,1,1,Unaccepted
2,3,5,6,1,2,Unaccepted
2,3,5,6,1,3,Accepted
2,3,5,6,2,1,Unaccepted
2,3,5,6,2,2,Accepted
2,3,5,6,2,3,Accepted
2,3,5,6,3,1,Unaccepted
2,3,5,6,3,2,Accepted
2,3,5,6,3,3,Accepted
2,2,2,2,1,1,Unaccepted
2,2,2,2,1,2,Unaccepted
2,2,2,2,1,3,Unaccepted
2,2,2,2,2,1,Unaccepted
2,2,2,2,2,2,Unaccepted
2,2,2,2,2,3,Unaccepted
2,2,2,2,3,1,Unaccepted
2,2,2,2,3,2,Unaccepted
2,2,2,2,3,3,Unaccepted
2,2,2,4,1,1,Unaccepted
2,2,2,4,1,2,Accepted
2,2,2,4,1,3,Accepted
2,2,2,4,2,1,Unaccepted
2,2,2,4,2,2,Accepted
2,2,2,4,2,3,Accepted
2,2,2,4,3,1,Unaccepted
2,2,2,4,3,2,Accepted
2,2,2,4,3,3,Very Good
2,2,2,6,1,1,Unaccepted
2,2,2,6,1,2,Unaccepted
2,2,2,6,1,3,Unaccepted
2,2,2,6,2,1,Unaccepted
2,2,2,6,2,2,Accepted
2,2,2,6,2,3,Accepted
2,2,2,6,3,1,Unaccepted
2,2,2,6,3,2,Accepted
2,2,2,6,3,3,Very Good
2,2,3,2,1,1,Unaccepted
2,2,3,2,1,2,Unaccepted
2,2,3,2,1,3,Unaccepted
2,2,3,2,2,1,Unaccepted
2,2,3,2,2,2,Unaccepted
2,2,3,2,2,3,Unaccepted
2,2,3,2,3,1,Unaccepted
2,2,3,2,3,2,Unaccepted
2,2,3,2,3,3,Unaccepted
2,2,3,4,1,1,Unaccepted
2,2,3,4,1,2,Accepted
2,2,3,4,1,3,Accepted
2,2,3,4,2,1,Unaccepted
2,2,3,4,2,2,Accepted
2,2,3,4,2,3,Accepted
2,2,3,4,3,1,Unaccepted
2,2,3,4,3,2,Accepted
2,2,3,4,3,3,Very Good
2,2,3,6,1,1,Unaccepted
2,2,3,6,1,2,Accepted
2,2,3,6,1,3,Accepted
2,2,3,6,2,1,Unaccepted
2,2,3,6,2,2,Accepted
2,2,3,6,2,3,Very Good
2,2,3,6,3,1,Unaccepted
2,2,3,6,3,2,Accepted
2,2,3,6,3,3,Very Good
2,2,4,2,1,1,Unaccepted
2,2,4,2,1,2,Unaccepted
2,2,4,2,1,3,Unaccepted
2,2,4,2,2,1,Unaccepted
2,2,4,2,2,2,Unaccepted
